,cdc20,cycb
0,0.0667779632721202,0.9508145658385094
1,0.06844741235392321,0.9500333009011366
2,0.06844741235392321,0.9508145658385094
3,0.07011686143572621,0.04521299904705813
4,0.07011686143572621,0.04584053102378065
5,0.07011686143572621,0.04645271701525486
6,0.07011686143572621,0.04617419296535987
7,0.07011686143572621,0.04582017677244187
8,0.07011686143572621,0.04599743053667625
9,0.07011686143572621,0.9500333009011366
10,0.07011686143572621,0.9508145658385094
11,0.07178631051752922,0.04521299904705813
12,0.07178631051752922,0.04584053102378065
13,0.07178631051752922,0.04645271701525486
14,0.07178631051752922,0.04617419296535987
15,0.07178631051752922,0.04582017677244187
16,0.07178631051752922,0.04599743053667625
17,0.07178631051752922,0.949239627569967
18,0.07178631051752922,0.9500333009011366
19,0.07345575959933222,0.04521299904705813
20,0.07345575959933222,0.04584053102378065
21,0.07345575959933222,0.04645271701525486
22,0.07345575959933222,0.04617419296535987
23,0.07345575959933222,0.04582017677244187
24,0.07345575959933222,0.04599743053667625
25,0.07345575959933222,0.9484333488183093
26,0.07345575959933222,0.949239627569967
27,0.07512520868113523,0.04521299904705813
28,0.07512520868113523,0.04584053102378065
29,0.07512520868113523,0.04645271701525486
30,0.07512520868113523,0.04617419296535987
31,0.07512520868113523,0.04582017677244187
32,0.07512520868113523,0.04599743053667625
33,0.07512520868113523,0.9484333488183093
34,0.07512520868113523,0.949239627569967
35,0.07679465776293823,0.04521299904705813
36,0.07679465776293823,0.04584053102378065
37,0.07679465776293823,0.04645271701525486
38,0.07679465776293823,0.04617419296535987
39,0.07679465776293823,0.04582017677244187
40,0.07679465776293823,0.04599743053667625
41,0.07679465776293823,0.9476142644930882
42,0.07679465776293823,0.9484333488183093
43,0.07846410684474124,0.04521299904705813
44,0.07846410684474124,0.04584053102378065
45,0.07846410684474124,0.04645271701525486
46,0.07846410684474124,0.04617419296535987
47,0.07846410684474124,0.04582017677244187
48,0.07846410684474124,0.04599743053667625
49,0.07846410684474124,0.9467821712653407
50,0.07846410684474124,0.9476142644930882
51,0.08013355592654424,0.04521299904705813
52,0.08013355592654424,0.04584053102378065
53,0.08013355592654424,0.04645271701525486
54,0.08013355592654424,0.04617419296535987
55,0.08013355592654424,0.04582017677244187
56,0.08013355592654424,0.04599743053667625
57,0.08013355592654424,0.9467821712653407
58,0.08013355592654424,0.9476142644930882
59,0.08180300500834725,0.04521299904705813
60,0.08180300500834725,0.04584053102378065
61,0.08180300500834725,0.04645271701525486
62,0.08180300500834725,0.04617419296535987
63,0.08180300500834725,0.04582017677244187
64,0.08180300500834725,0.04599743053667625
65,0.08180300500834725,0.9459368625799358
66,0.08180300500834725,0.9467821712653407
67,0.08347245409015025,0.04521299904705813
68,0.08347245409015025,0.04584053102378065
69,0.08347245409015025,0.04645271701525486
70,0.08347245409015025,0.04617419296535987
71,0.08347245409015025,0.04582017677244187
72,0.08347245409015025,0.04599743053667625
73,0.08347245409015025,0.9450781286045036
74,0.08347245409015025,0.9459368625799358
75,0.08514190317195326,0.04521299904705813
76,0.08514190317195326,0.04584053102378065
77,0.08514190317195326,0.04645271701525486
78,0.08514190317195326,0.04617419296535987
79,0.08514190317195326,0.04582017677244187
80,0.08514190317195326,0.04599743053667625
81,0.08514190317195326,0.9450781286045036
82,0.08514190317195326,0.9459368625799358
83,0.08681135225375626,0.04521299904705813
84,0.08681135225375626,0.04584053102378065
85,0.08681135225375626,0.04645271701525486
86,0.08681135225375626,0.04617419296535987
87,0.08681135225375626,0.04582017677244187
88,0.08681135225375626,0.04599743053667625
89,0.08681135225375626,0.9442057561775633
90,0.08681135225375626,0.9450781286045036
91,0.08848080133555927,0.04521299904705813
92,0.08848080133555927,0.04584053102378065
93,0.08848080133555927,0.04645271701525486
94,0.08848080133555927,0.04617419296535987
95,0.08848080133555927,0.04582017677244187
96,0.08848080133555927,0.04599743053667625
97,0.08848080133555927,0.9442057561775633
98,0.08848080133555927,0.9450781286045036
99,0.09015025041736227,0.044673084684799885
100,0.09015025041736227,0.04657745626843306
101,0.09015025041736227,0.04769880987181886
102,0.09015025041736227,0.04720154020793758
103,0.09015025041736227,0.04538656010103361
104,0.09015025041736227,0.04536731994420543
105,0.09015025041736227,0.046750797053481966
106,0.09015025041736227,0.04709097586362449
107,0.09015025041736227,0.9433195287558378
108,0.09015025041736227,0.9442057561775633
109,0.09181969949916528,0.04343156219396675
110,0.09181969949916528,0.043793714224155976
111,0.09181969949916528,0.04657745626843306
112,0.09181969949916528,0.047452828590910726
113,0.09181969949916528,0.04995699680602101
114,0.09181969949916528,0.04904362157215408
115,0.09181969949916528,0.04538656010103361
116,0.09181969949916528,0.04536731994420543
117,0.09181969949916528,0.0479458013362771
118,0.09181969949916528,0.048480577226703944
119,0.09181969949916528,0.942419226360742
120,0.09181969949916528,0.9433195287558378
121,0.09348914858096828,0.04310992572520739
122,0.09348914858096828,0.04343156219396675
123,0.09348914858096828,0.047452828590910726
124,0.09348914858096828,0.048505943001536656
125,0.09348914858096828,0.05109684323054079
126,0.09348914858096828,0.04995699680602101
127,0.09348914858096828,0.04538656010103361
128,0.09348914858096828,0.04536731994420543
129,0.09348914858096828,0.048480577226703944
130,0.09348914858096828,0.0491048953627975
131,0.09348914858096828,0.942419226360742
132,0.09348914858096828,0.9433195287558378
133,0.0951585976627713,0.0428225282056085
134,0.0951585976627713,0.04310992572520739
135,0.0951585976627713,0.048505943001536656
136,0.0951585976627713,0.04979059406702007
137,0.0951585976627713,0.05253826088705042
138,0.0951585976627713,0.05109684323054079
139,0.0951585976627713,0.04538656010103361
140,0.0951585976627713,0.04536731994420543
141,0.0951585976627713,0.0491048953627975
142,0.0951585976627713,0.049836887349463364
143,0.0951585976627713,0.9415046255240346
144,0.0951585976627713,0.942419226360742
145,0.09682804674457429,0.04256430285727612
146,0.09682804674457429,0.0428225282056085
147,0.09682804674457429,0.048505943001536656
148,0.09682804674457429,0.04979059406702007
149,0.09682804674457429,0.05438839037142299
150,0.09682804674457429,0.05253826088705042
151,0.09682804674457429,0.04538656010103361
152,0.09682804674457429,0.04536731994420543
153,0.09682804674457429,0.049836887349463364
154,0.09682804674457429,0.0506998037295765
155,0.09682804674457429,0.9415046255240346
156,0.09682804674457429,0.942419226360742
157,0.0984974958263773,0.04233111960593152
158,0.0984974958263773,0.04256430285727612
159,0.0984974958263773,0.04979059406702007
160,0.0984974958263773,0.05138105524830551
161,0.0984974958263773,0.05438839037142299
162,0.0984974958263773,0.05253826088705042
163,0.0984974958263773,0.04538656010103361
164,0.0984974958263773,0.04536731994420543
165,0.0984974958263773,0.0506998037295765
166,0.0984974958263773,0.051723617233024176
167,0.0984974958263773,0.9405754992326163
168,0.0984974958263773,0.9415046255240346
169,0.1001669449081803,0.042119581491412955
170,0.1001669449081803,0.04233111960593152
171,0.1001669449081803,0.04979059406702007
172,0.1001669449081803,0.05138105524830551
173,0.1001669449081803,0.05679992918338751
174,0.1001669449081803,0.05438839037142299
175,0.1001669449081803,0.04538656010103361
176,0.1001669449081803,0.04536731994420543
177,0.1001669449081803,0.0506998037295765
178,0.1001669449081803,0.051723617233024176
179,0.1001669449081803,0.9405754992326163
180,0.1001669449081803,0.9415046255240346
181,0.10183639398998331,0.04192687116216886
182,0.10183639398998331,0.042119581491412955
183,0.10183639398998331,0.04979059406702007
184,0.10183639398998331,0.05138105524830551
185,0.10183639398998331,0.05679992918338751
186,0.10183639398998331,0.05438839037142299
187,0.10183639398998331,0.04538656010103361
188,0.10183639398998331,0.04536731994420543
189,0.10183639398998331,0.051723617233024176
190,0.10183639398998331,0.05294709648577945
191,0.10183639398998331,0.9396316168724677
192,0.10183639398998331,0.9405754992326163
193,0.10350584307178631,0.04192687116216886
194,0.10350584307178631,0.042119581491412955
195,0.10350584307178631,0.05138105524830551
196,0.10350584307178631,0.0533799770287682
197,0.10350584307178631,0.05679992918338751
198,0.10350584307178631,0.05438839037142299
199,0.10350584307178631,0.04538656010103361
200,0.10350584307178631,0.04536731994420543
201,0.10350584307178631,0.051723617233024176
202,0.10350584307178631,0.05294709648577945
203,0.10350584307178631,0.9386727441717095
204,0.10350584307178631,0.9396316168724677
205,0.10517529215358933,0.041750633865854446
206,0.10517529215358933,0.04192687116216886
207,0.10517529215358933,0.05138105524830551
208,0.10517529215358933,0.0533799770287682
209,0.10517529215358933,0.05679992918338751
210,0.10517529215358933,0.04538656010103361
211,0.10517529215358933,0.04536731994420543
212,0.10517529215358933,0.05294709648577945
213,0.10517529215358933,0.054420370711943736
214,0.10517529215358933,0.9386727441717095
215,0.10517529215358933,0.9396316168724677
216,0.10684474123539232,0.041588887337098236
217,0.10684474123539232,0.041750633865854446
218,0.10684474123539232,0.05138105524830551
219,0.10684474123539232,0.0533799770287682
220,0.10684474123539232,0.05998589302389561
221,0.10684474123539232,0.05679992918338751
222,0.10684474123539232,0.04538656010103361
223,0.10684474123539232,0.04536731994420543
224,0.10684474123539232,0.05294709648577945
225,0.10684474123539232,0.054420370711943736
226,0.10684474123539232,0.9376986431427731
227,0.10684474123539232,0.9386727441717095
228,0.10851419031719532,0.041439951723860904
229,0.10851419031719532,0.041588887337098236
230,0.10851419031719532,0.05138105524830551
231,0.10851419031719532,0.0533799770287682
232,0.10851419031719532,0.05998589302389561
233,0.10851419031719532,0.05679992918338751
234,0.10851419031719532,0.04538656010103361
235,0.10851419031719532,0.04536731994420543
236,0.10851419031719532,0.05294709648577945
237,0.10851419031719532,0.054420370711943736
238,0.10851419031719532,0.9376986431427731
239,0.10851419031719532,0.9386727441717095
240,0.11018363939899833,0.041439951723860904
241,0.11018363939899833,0.041588887337098236
242,0.11018363939899833,0.0533799770287682
243,0.11018363939899833,0.055927335411416965
244,0.11018363939899833,0.05998589302389561
245,0.11018363939899833,0.05679992918338751
246,0.11018363939899833,0.04538656010103361
247,0.11018363939899833,0.04536731994420543
248,0.11018363939899833,0.054420370711943736
249,0.11018363939899833,0.056207825863173536
250,0.11018363939899833,0.9367090720236694
251,0.11018363939899833,0.9376986431427731
252,0.11185308848080133,0.041302394597285005
253,0.11185308848080133,0.041439951723860904
254,0.11185308848080133,0.0533799770287682
255,0.11185308848080133,0.055927335411416965
256,0.11185308848080133,0.05998589302389561
257,0.11185308848080133,0.04538656010103361
258,0.11185308848080133,0.04536731994420543
259,0.11185308848080133,0.054420370711943736
260,0.11185308848080133,0.056207825863173536
261,0.11185308848080133,0.9367090720236694
262,0.11185308848080133,0.9376986431427731
263,0.11352253756260434,0.04117498742672795
264,0.11352253756260434,0.041302394597285005
265,0.11352253756260434,0.0533799770287682
266,0.11352253756260434,0.055927335411416965
267,0.11352253756260434,0.05998589302389561
268,0.11352253756260434,0.054420370711943736
269,0.11352253756260434,0.056207825863173536
270,0.11352253756260434,0.9357037852183432
271,0.11352253756260434,0.9367090720236694
272,0.11519198664440734,0.04117498742672795
273,0.11519198664440734,0.041302394597285005
274,0.11519198664440734,0.0533799770287682
275,0.11519198664440734,0.055927335411416965
276,0.11519198664440734,0.05998589302389561
277,0.11519198664440734,0.056207825863173536
278,0.11519198664440734,0.05839075367391094
279,0.11519198664440734,0.9357037852183432
280,0.11519198664440734,0.9367090720236694
281,0.11686143572621036,0.0410566708506681
282,0.11686143572621036,0.04117498742672795
283,0.11686143572621036,0.0533799770287682
284,0.11686143572621036,0.055927335411416965
285,0.11686143572621036,0.05998589302389561
286,0.11686143572621036,0.056207825863173536
287,0.11686143572621036,0.05839075367391094
288,0.11686143572621036,0.9346825332360968
289,0.11686143572621036,0.9357037852183432
290,0.11853088480801335,0.0410566708506681
291,0.11853088480801335,0.04117498742672795
292,0.11853088480801335,0.055927335411416965
293,0.11853088480801335,0.05920652173630806
294,0.11853088480801335,0.05998589302389561
295,0.11853088480801335,0.056207825863173536
296,0.11853088480801335,0.05839075367391094
297,0.11853088480801335,0.9346825332360968
298,0.11853088480801335,0.9357037852183432
299,0.12020033388981637,0.040946526754959196
300,0.12020033388981637,0.0410566708506681
301,0.12020033388981637,0.055927335411416965
302,0.12020033388981637,0.05920652173630806
303,0.12020033388981637,0.06422619010220623
304,0.12020033388981637,0.056207825863173536
305,0.12020033388981637,0.05839075367391094
306,0.12020033388981637,0.933645062630073
307,0.12020033388981637,0.9346825332360968
308,0.12186978297161936,0.04084375566323912
309,0.12186978297161936,0.040946526754959196
310,0.12186978297161936,0.055927335411416965
311,0.12186978297161936,0.05920652173630806
312,0.12186978297161936,0.06422619010220623
